"rules" "support" "confidence" "coverage" "lift" "count"
"1" "{bags} => {yogurt}" 0.000133663035487536 0.5 0.000267326070975072 5.82217898832685 2
"575" "{frozen dessert,tropical fruit} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"578" "{frozen dessert,yogurt} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"579" "{frozen dessert,soda} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"587" "{hard cheese,liquor} => {other vegetables}" 0.000133663035487536 0.5 0.000267326070975072 4.09496442255063 2
"600" "{liquor,whole milk} => {other vegetables}" 0.000133663035487536 0.2 0.00066831517743768 1.63798576902025 2
"607" "{frozen fish,newspapers} => {tropical fruit}" 0.000133663035487536 0.4 0.00033415758871884 5.9025641025641 2
"614" "{frozen fish,rolls/buns} => {whole milk}" 0.000133663035487536 0.2 0.00066831517743768 1.26644096487516 2
"630" "{frankfurter,spread cheese} => {other vegetables}" 0.000133663035487536 1 0.000133663035487536 8.18992884510126 2
"631" "{canned beer,spread cheese} => {whole milk}" 0.000133663035487536 1 0.000133663035487536 6.33220482437579 2
"640" "{bottled water,spread cheese} => {other vegetables}" 0.000133663035487536 0.285714285714286 0.000467820624206376 2.33997967002893 2
"649" "{rolls/buns,spread cheese} => {other vegetables}" 0.000133663035487536 0.25 0.000534652141950144 2.04748221127531 2
"650" "{chicken,condensed milk} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"653" "{canned beer,condensed milk} => {rolls/buns}" 0.000133663035487536 0.5 0.000267326070975072 4.54526123936817 2
"660" "{condensed milk,root vegetables} => {rolls/buns}" 0.000133663035487536 0.5 0.000267326070975072 4.54526123936817 2
"661" "{condensed milk,tropical fruit} => {rolls/buns}" 0.000133663035487536 0.25 0.000534652141950144 2.27263061968408 2
"674" "{margarine,seasonal products} => {rolls/buns}" 0.000133663035487536 0.666666666666667 0.000200494553231304 6.06034831915755 2
"685" "{canned fish,pasta} => {yogurt}" 0.000133663035487536 1 0.000133663035487536 11.6443579766537 2
"689" "{canned fish,onions} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"694" "{canned fish,UHT-milk} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"695" "{canned fish,chocolate} => {rolls/buns}" 0.000133663035487536 1 0.000133663035487536 9.09052247873633 2
"698" "{bottled beer,canned fish} => {whole milk}" 0.000133663035487536 0.333333333333333 0.000400989106462608 2.1107349414586 2
"711" "{pot plants,shopping bags} => {other vegetables}" 0.000133663035487536 0.285714285714286 0.000467820624206376 2.33997967002893 2
"714" "{pip fruit,pot plants} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"715" "{pastry,pot plants} => {yogurt}" 0.000133663035487536 0.4 0.00033415758871884 4.65774319066148 2
"718" "{pastry,pot plants} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"719" "{bottled water,pot plants} => {yogurt}" 0.000133663035487536 0.666666666666667 0.000200494553231304 7.76290531776913 2
"720" "{pot plants,tropical fruit} => {other vegetables}" 0.000133663035487536 0.25 0.000534652141950144 2.04748221127531 2
"721" "{pot plants,tropical fruit} => {whole milk}" 0.000133663035487536 0.25 0.000534652141950144 1.58305120609395 2
"724" "{pot plants,soda} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"728" "{baking powder,sliced cheese} => {whole milk}" 0.000133663035487536 1 0.000133663035487536 6.33220482437579 2
"751" "{baking powder,sausage} => {whole milk}" 0.000133663035487536 0.25 0.000534652141950144 1.58305120609395 2
"752" "{baking powder,rolls/buns} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"762" "{margarine,pasta} => {rolls/buns}" 0.000133663035487536 0.666666666666667 0.000200494553231304 6.06034831915755 2
"765" "{fruit/vegetable juice,pasta} => {rolls/buns}" 0.000133663035487536 0.333333333333333 0.000400989106462608 3.03017415957878 2
"766" "{brown bread,pasta} => {rolls/buns}" 0.000133663035487536 0.5 0.000267326070975072 4.54526123936817 2
"767" "{pasta,pip fruit} => {yogurt}" 0.000133663035487536 0.2 0.00066831517743768 2.32887159533074 2
"768" "{pasta,pip fruit} => {soda}" 0.000133663035487536 0.2 0.00066831517743768 2.05960082587749 2
"771" "{pasta,pip fruit} => {whole milk}" 0.000133663035487536 0.2 0.00066831517743768 1.26644096487516 2
"774" "{pasta,pastry} => {soda}" 0.000133663035487536 0.4 0.00033415758871884 4.11920165175499 2
"775" "{bottled water,pasta} => {yogurt}" 0.000133663035487536 0.4 0.00033415758871884 4.65774319066148 2
"776" "{pasta,root vegetables} => {sausage}" 0.000133663035487536 0.4 0.00033415758871884 6.6281284606866 2
"777" "{pasta,tropical fruit} => {sausage}" 0.000133663035487536 0.222222222222222 0.000601483659693912 3.68229358927033 2
"778" "{pasta,tropical fruit} => {soda}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.28844536208611 2
"781" "{ham,pickled vegetables} => {soda}" 0.000133663035487536 0.25 0.000534652141950144 2.57450103234687 2
"782" "{ham,pickled vegetables} => {rolls/buns}" 0.000133663035487536 0.25 0.000534652141950144 2.27263061968408 2
"783" "{chocolate,pickled vegetables} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"792" "{bottled beer,pickled vegetables} => {rolls/buns}" 0.000133663035487536 0.4 0.00033415758871884 3.63620899149453 2
"793" "{canned beer,pickled vegetables} => {soda}" 0.000133663035487536 0.5 0.000267326070975072 5.14900206469374 2
"796" "{pickled vegetables,sausage} => {rolls/buns}" 0.000133663035487536 0.285714285714286 0.000467820624206376 2.59729213678181 2
"826" "{detergent,flour} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"830" "{detergent,ice cream} => {rolls/buns}" 0.000133663035487536 0.666666666666667 0.000200494553231304 6.06034831915755 2
"833" "{detergent,ham} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"837" "{cream cheese,detergent} => {yogurt}" 0.000133663035487536 1 0.000133663035487536 11.6443579766537 2
"838" "{coffee,detergent} => {rolls/buns}" 0.000133663035487536 0.666666666666667 0.000200494553231304 6.06034831915755 2
"841" "{detergent,fruit/vegetable juice} => {yogurt}" 0.000133663035487536 0.285714285714286 0.000467820624206376 3.32695942190106 2
"842" "{detergent,newspapers} => {tropical fruit}" 0.000133663035487536 0.285714285714286 0.000467820624206376 4.21611721611722 2
"843" "{detergent,newspapers} => {yogurt}" 0.000133663035487536 0.285714285714286 0.000467820624206376 3.32695942190106 2
"844" "{detergent,pip fruit} => {whole milk}" 0.000133663035487536 0.333333333333333 0.000400989106462608 2.1107349414586 2
"847" "{citrus fruit,detergent} => {whole milk}" 0.000133663035487536 1 0.000133663035487536 6.33220482437579 2
"848" "{bottled water,detergent} => {yogurt}" 0.000133663035487536 0.4 0.00033415758871884 4.65774319066148 2
"849" "{detergent,sausage} => {yogurt}" 0.000200494553231304 0.272727272727273 0.000735146695181448 3.17573399363283 3
"850" "{detergent,soda} => {tropical fruit}" 0.000133663035487536 0.2 0.00066831517743768 2.95128205128205 2
"851" "{detergent,soda} => {whole milk}" 0.000133663035487536 0.2 0.00066831517743768 1.26644096487516 2
"854" "{dishes,oil} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"865" "{dishes,frankfurter} => {rolls/buns}" 0.000133663035487536 0.25 0.000534652141950144 2.27263061968408 2
"870" "{dishes,whipped/sour cream} => {whole milk}" 0.000133663035487536 0.25 0.000534652141950144 1.58305120609395 2
"875" "{dishes,pip fruit} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"880" "{dishes,soda} => {rolls/buns}" 0.000133663035487536 0.2 0.00066831517743768 1.81810449574727 2
"881" "{dishes,soda} => {other vegetables}" 0.000133663035487536 0.2 0.00066831517743768 1.63798576902025 2
"882" "{dishes,soda} => {whole milk}" 0.000133663035487536 0.2 0.00066831517743768 1.26644096487516 2
"883" "{beverages,semi-finished bread} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"884" "{salty snack,semi-finished bread} => {rolls/buns}" 0.000133663035487536 0.4 0.00033415758871884 3.63620899149453 2
"885" "{salty snack,semi-finished bread} => {other vegetables}" 0.000133663035487536 0.4 0.00033415758871884 3.2759715380405 2
"888" "{napkins,semi-finished bread} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"889" "{fruit/vegetable juice,semi-finished bread} => {tropical fruit}" 0.000133663035487536 0.4 0.00033415758871884 5.9025641025641 2
"892" "{fruit/vegetable juice,semi-finished bread} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"893" "{curd,semi-finished bread} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"896" "{domestic eggs,semi-finished bread} => {whole milk}" 0.000200494553231304 0.428571428571429 0.000467820624206376 2.71380206758963 3
"899" "{bottled beer,semi-finished bread} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"900" "{semi-finished bread,shopping bags} => {soda}" 0.000133663035487536 0.4 0.00033415758871884 4.11920165175499 2
"903" "{citrus fruit,semi-finished bread} => {whole milk}" 0.000133663035487536 0.333333333333333 0.000400989106462608 2.1107349414586 2
"904" "{sausage,semi-finished bread} => {yogurt}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.58763510592304 2
"905" "{sausage,semi-finished bread} => {whole milk}" 0.000267326070975072 0.444444444444444 0.000601483659693912 2.81431325527813 4
"906" "{root vegetables,semi-finished bread} => {soda}" 0.000133663035487536 0.2 0.00066831517743768 2.05960082587749 2
"907" "{semi-finished bread,yogurt} => {whole milk}" 0.000200494553231304 0.230769230769231 0.000868809730668983 1.46127803639441 3
"908" "{other vegetables,semi-finished bread} => {whole milk}" 0.000200494553231304 0.2 0.00100247276615652 1.26644096487516 3
"913" "{dessert,red/blush wine} => {other vegetables}" 0.000133663035487536 0.4 0.00033415758871884 3.2759715380405 2
"916" "{curd,red/blush wine} => {other vegetables}" 0.000133663035487536 0.285714285714286 0.000467820624206376 2.33997967002893 2
"917" "{frankfurter,red/blush wine} => {rolls/buns}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.02011610638585 2
"918" "{frankfurter,red/blush wine} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"921" "{pip fruit,red/blush wine} => {other vegetables}" 0.000133663035487536 0.285714285714286 0.000467820624206376 2.33997967002893 2
"926" "{citrus fruit,red/blush wine} => {other vegetables}" 0.000133663035487536 0.25 0.000534652141950144 2.04748221127531 2
"929" "{red/blush wine,yogurt} => {soda}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.28844536208611 2
"930" "{red/blush wine,yogurt} => {other vegetables}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.81998418780028 2
"931" "{red/blush wine,whole milk} => {rolls/buns}" 0.000200494553231304 0.230769230769231 0.000868809730668983 2.09781287970838 3
"935" "{flour,specialty chocolate} => {tropical fruit}" 0.000200494553231304 0.6 0.00033415758871884 8.85384615384615 3
"936" "{flour,sugar} => {bottled water}" 0.000133663035487536 0.5 0.000267326070975072 8.23953744493392 2
"937" "{flour,salty snack} => {bottled water}" 0.000133663035487536 1 0.000133663035487536 16.4790748898678 2
"940" "{flour,onions} => {tropical fruit}" 0.000133663035487536 0.5 0.000267326070975072 7.37820512820513 2
"943" "{flour,hamburger meat} => {tropical fruit}" 0.000133663035487536 0.333333333333333 0.000400989106462608 4.91880341880342 2
"950" "{chocolate,flour} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"951" "{chicken,flour} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"954" "{flour,margarine} => {whole milk}" 0.000133663035487536 1 0.000133663035487536 6.33220482437579 2
"957" "{curd,flour} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"962" "{flour,frankfurter} => {whole milk}" 0.000200494553231304 0.5 0.000400989106462608 3.1661024121879 3
"967" "{flour,whipped/sour cream} => {rolls/buns}" 0.000133663035487536 0.2 0.00066831517743768 1.81810449574727 2
"968" "{flour,shopping bags} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"971" "{flour,sausage} => {tropical fruit}" 0.000133663035487536 0.333333333333333 0.000400989106462608 4.91880341880342 2
"972" "{flour,sausage} => {soda}" 0.000133663035487536 0.333333333333333 0.000400989106462608 3.43266804312916 2
"973" "{flour,sausage} => {whole milk}" 0.000133663035487536 0.333333333333333 0.000400989106462608 2.1107349414586 2
"974" "{flour,yogurt} => {tropical fruit}" 0.000133663035487536 0.222222222222222 0.000601483659693912 3.27920227920228 2
"975" "{flour,yogurt} => {rolls/buns}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.02011610638585 2
"976" "{flour,yogurt} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"977" "{flour,soda} => {whole milk}" 0.000200494553231304 0.230769230769231 0.000868809730668983 1.46127803639441 3
"985" "{herbs,pork} => {yogurt}" 0.000133663035487536 0.285714285714286 0.000467820624206376 3.32695942190106 2
"988" "{frankfurter,herbs} => {yogurt}" 0.000133663035487536 0.4 0.00033415758871884 4.65774319066148 2
"989" "{frankfurter,herbs} => {other vegetables}" 0.000133663035487536 0.4 0.00033415758871884 3.2759715380405 2
"990" "{herbs,pip fruit} => {yogurt}" 0.000133663035487536 0.285714285714286 0.000467820624206376 3.32695942190106 2
"993" "{herbs,pastry} => {yogurt}" 0.000133663035487536 0.285714285714286 0.000467820624206376 3.32695942190106 2
"996" "{citrus fruit,herbs} => {other vegetables}" 0.000133663035487536 0.285714285714286 0.000467820624206376 2.33997967002893 2
"997" "{herbs,soda} => {yogurt}" 0.000133663035487536 0.25 0.000534652141950144 2.91108949416342 2
"1000" "{herbs,soda} => {whole milk}" 0.000133663035487536 0.25 0.000534652141950144 1.58305120609395 2
"1003" "{meat,processed cheese} => {root vegetables}" 0.000133663035487536 0.5 0.000267326070975072 7.18683957732949 2
"1004" "{meat,processed cheese} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"1007" "{chocolate,processed cheese} => {rolls/buns}" 0.000133663035487536 0.5 0.000267326070975072 4.54526123936817 2
"1018" "{curd,processed cheese} => {whole milk}" 0.000133663035487536 0.4 0.00033415758871884 2.53288192975032 2
"1019" "{butter,processed cheese} => {whole milk}" 0.000200494553231304 1 0.000200494553231304 6.33220482437579 3
"1020" "{domestic eggs,processed cheese} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"1021" "{brown bread,processed cheese} => {rolls/buns}" 0.000133663035487536 0.4 0.00033415758871884 3.63620899149453 2
"1022" "{canned beer,processed cheese} => {root vegetables}" 0.000133663035487536 0.333333333333333 0.000400989106462608 4.79122638488633 2
"1027" "{pastry,processed cheese} => {rolls/buns}" 0.000133663035487536 0.4 0.00033415758871884 3.63620899149453 2
"1028" "{pastry,processed cheese} => {whole milk}" 0.000267326070975072 0.8 0.00033415758871884 5.06576385950064 4
"1029" "{processed cheese,tropical fruit} => {bottled water}" 0.000133663035487536 0.333333333333333 0.000400989106462608 5.49302496328928 2
"1032" "{processed cheese,tropical fruit} => {root vegetables}" 0.000133663035487536 0.333333333333333 0.000400989106462608 4.79122638488633 2
"1033" "{processed cheese,yogurt} => {root vegetables}" 0.000133663035487536 0.2 0.00066831517743768 2.8747358309318 2
"1034" "{other vegetables,processed cheese} => {root vegetables}" 0.000133663035487536 0.2 0.00066831517743768 2.8747358309318 2
"1039" "{soft cheese,specialty bar} => {rolls/buns}" 0.000133663035487536 1 0.000133663035487536 9.09052247873633 2
"1042" "{hard cheese,soft cheese} => {yogurt}" 0.000133663035487536 0.333333333333333 0.000400989106462608 3.88145265888457 2
"1043" "{soft cheese,waffles} => {soda}" 0.000133663035487536 0.5 0.000267326070975072 5.14900206469374 2
"1046" "{hamburger meat,soft cheese} => {yogurt}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.58763510592304 2
"1047" "{hamburger meat,soft cheese} => {soda}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.28844536208611 2
"1048" "{hamburger meat,soft cheese} => {whole milk}" 0.000200494553231304 0.333333333333333 0.000601483659693912 2.1107349414586 3
"1051" "{coffee,soft cheese} => {yogurt}" 0.000133663035487536 0.285714285714286 0.000467820624206376 3.32695942190106 2
"1052" "{coffee,soft cheese} => {whole milk}" 0.000133663035487536 0.285714285714286 0.000467820624206376 1.80920137839308 2
"1053" "{margarine,soft cheese} => {yogurt}" 0.000133663035487536 0.4 0.00033415758871884 4.65774319066148 2
"1056" "{curd,soft cheese} => {yogurt}" 0.000133663035487536 0.333333333333333 0.000400989106462608 3.88145265888457 2
"1059" "{butter,soft cheese} => {rolls/buns}" 0.000133663035487536 0.5 0.000267326070975072 4.54526123936817 2
"1060" "{pork,soft cheese} => {yogurt}" 0.000133663035487536 0.4 0.00033415758871884 4.65774319066148 2
"1061" "{pork,soft cheese} => {rolls/buns}" 0.000133663035487536 0.4 0.00033415758871884 3.63620899149453 2
"1064" "{newspapers,soft cheese} => {yogurt}" 0.000133663035487536 0.333333333333333 0.000400989106462608 3.88145265888457 2
"1065" "{newspapers,soft cheese} => {whole milk}" 0.000133663035487536 0.333333333333333 0.000400989106462608 2.1107349414586 2
"1070" "{canned beer,soft cheese} => {rolls/buns}" 0.000133663035487536 0.4 0.00033415758871884 3.63620899149453 2
"1073" "{shopping bags,soft cheese} => {soda}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.28844536208611 2
"1074" "{shopping bags,soft cheese} => {rolls/buns}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.02011610638585 2
"1075" "{shopping bags,soft cheese} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"1076" "{pip fruit,soft cheese} => {rolls/buns}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.02011610638585 2
"1077" "{citrus fruit,soft cheese} => {other vegetables}" 0.000133663035487536 0.4 0.00033415758871884 3.2759715380405 2
"1078" "{sausage,soft cheese} => {yogurt}" 0.000133663035487536 0.666666666666667 0.000200494553231304 7.76290531776913 2
"1079" "{sausage,soft cheese} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"1080" "{root vegetables,soft cheese} => {yogurt}" 0.000200494553231304 0.333333333333333 0.000601483659693912 3.88145265888457 3
"1081" "{root vegetables,soft cheese} => {rolls/buns}" 0.000133663035487536 0.222222222222222 0.000601483659693912 2.02011610638585 2
"1082" "{root vegetables,soft cheese} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"1087" "{soda,soft cheese} => {whole milk}" 0.000200494553231304 0.25 0.000801978212925216 1.58305120609395 3
"1088" "{beverages,white wine} => {sausage}" 0.000133663035487536 0.4 0.00033415758871884 6.6281284606866 2
"1089" "{UHT-milk,white wine} => {whole milk}" 0.000133663035487536 0.5 0.000267326070975072 3.1661024121879 2
"1090" "{napkins,white wine} => {whole milk}" 0.000133663035487536 0.666666666666667 0.000200494553231304 4.2214698829172 2
"1095" "{coffee,white wine} => {sausage}" 0.000133663035487536 0.285714285714286 0.000467820624206376 4.734377471919 2
"1112" "{shopping bags,white wine} => {whole milk}" 0.000133663035487536 0.2 0.00066831517743768 1.26644096487516 2
"1113" "{other vegetables,white wine} => {pip fruit}" 0.000133663035487536 0.2 0.00066831517743768 4.07711171662125 2
"1114" "{citrus fruit,white wine} => {whole milk}" 0.000133663035487536 0.2 0.00066831517743768 1.26644096487516 2
"1115" "{root vegetables,white wine} => {soda}" 0.000133663035487536 0.2 0.00066831517743768 2.05960082587749 2
"1116" "{tropical fruit,white wine} => {whole milk}" 0.000133663035487536 0.222222222222222 0.000601483659693912 1.40715662763907 2
"1119" "{cat food,long life bakery product} => {whole milk}" 0.000133663035487536 1 0.000133663035487536 6.33220482437579 2
"1124" "{cat food,frozen vegetables} => {citrus fruit}" 0.000133663035487536 0.333333333333333 0.000400989106462608 6.27379454926625 2
